Data,Position,Conference,Conference Type,Receiving Team,Player,From School,Departing Conference
RB Jacory Merritt (from Alabama State),RB,Mountain West,Non Power 5,New Mexico,Jacory Merritt,Alabama State,SWAC
WR Ryan Davis (from UAB),WR,Mountain West,Non Power 5,New Mexico,Ryan Davis,UAB,Conference USA
WR Kaydin Pope (from Mississippi State),WR,Mountain West,Non Power 5,New Mexico,Kaydin Pope,Mississippi State,SEC
WR Caleb Medford (from TCU),WR,Mountain West,Non Power 5,New Mexico,Caleb Medford,TCU,Big 12
WR Jeremiah Hixon (from Alabama State),WR,Mountain West,Non Power 5,New Mexico,Jeremiah Hixon,Alabama State,SWAC
TE Magnus Geers (from Temple),TE,Mountain West,Non Power 5,New Mexico,Magnus Geers,Temple,American Athletic Conference
TE Max Lantzsch (from East Carolina),TE,Mountain West,Non Power 5,New Mexico,Max Lantzsch,East Carolina,American Athletic Conference
OL Sam Savea'ena Telesa (from Georgetown),OL,Mountain West,Non Power 5,New Mexico,Sam Savea'ena Telesa,Georgetown,Patriot
OL Taurrian Stafford (from Alabama State),OL,Mountain West,Non Power 5,New Mexico,Taurrian Stafford,Alabama State,SWAC
OL Travis Gray (from Colorado),OL,Mountain West,Non Power 5,New Mexico,Travis Gray,Colorado,Pac-12
DL Gabriel Lopez (from Washington State),DL,Mountain West,Non Power 5,New Mexico,Gabriel Lopez,Washington State,Pac-12
DB Bryson Washington (from Oklahoma),DB,Mountain West,Non Power 5,New Mexico,Bryson Washington,Oklahoma,Big 12
DB Marvin Covington (from TCU),DB,Mountain West,Non Power 5,New Mexico,Marvin Covington,TCU,Big 12
DB Noa Pola-Gates (from Nebraska),DB,Mountain West,Non Power 5,New Mexico,Noa Pola-Gates,Nebraska,Big Ten
DB D'Arco Perkins-McAllister (from TCU),DB,Mountain West,Non Power 5,New Mexico,D'Arco Perkins-McAllister,TCU,Big 12
LS Brendan Durkin (from Albany),LS,Mountain West,Non Power 5,New Mexico,Brendan Durkin,Albany,CAA
WR Raphael Williams (from Western Carolina),WR,Mountain West,Non Power 5,San Diego State,Raphael Williams,Western Carolina,Southern
WR/DB Jalil Tucker (from Oregon),WR,Mountain West,Non Power 5,San Diego State,DB Jalil Tucker,Oregon,Pac-12
TE Dez Melton (from Louisville),TE,Mountain West,Non Power 5,San Diego State,Dez Melton,Louisville,ACC
OL Jordan Sandlin (from FAU),OL,Mountain West,Non Power 5,San Diego State,Jordan Sandlin,FAU,Conference USA
OL Myles Murao (from Washington),OL,Mountain West,Non Power 5,San Diego State,Myles Murao,Washington,Pac-12
DL Samuela Tuihalamaka (from Oklahoma State),DL,Mountain West,Non Power 5,San Diego State,Samuela Tuihalamaka,Oklahoma State,Big 12
LB Cody Moon (from New Mexico),LB,Mountain West,Non Power 5,San Diego State,Cody Moon,New Mexico,Mountain West
DB JD Coffey (from Texas),DB,Mountain West,Non Power 5,San Diego State,JD Coffey,Texas,Big 12
DB DeShawn McCuin (from TCU),DB,Mountain West,Non Power 5,San Diego State,DeShawn McCuin,TCU,Big 12
DB Tayvion Beasley (from Jackson State/Colorado),DB,Mountain West,Non Power 5,San Diego State,Tayvion Beasley,Jackson State/Colorado,#N/A
QB Jay Butterfield (from Oregon),QB,Mountain West,Non Power 5,San Jose State,Jay Butterfield,Oregon,Pac-12
RB Quali Conley (from Utah Tech),RB,Mountain West,Non Power 5,San Jose State,Quali Conley,Utah Tech,#N/A
OL Laakea Kapoi (from San Diego State),OL,Mountain West,Non Power 5,San Jose State,Laakea Kapoi,San Diego State,Mountain West
DL Kaleb Peleki (from Missouri State),DL,Mountain West,Non Power 5,San Jose State,Kaleb Peleki,Missouri State,Missouri Valley
DB Jayvion Cole (from Cal Poly),DB,Mountain West,Non Power 5,San Jose State,Jayvion Cole,Cal Poly,Big Sky
CB D.J. Harvey (from Virginia Tech),CB,Mountain West,Non Power 5,San Jose State,D.J. Harvey,Virginia Tech,ACC
K Kyler Halvorsen (from Hawaii),K ,Mountain West,Non Power 5,San Jose State,Kyler Halvorsen,Hawaii,Mountain West
RB Vincent Davis (from Pitt),RB,Mountain West,Non Power 5,UNLV,Vincent Davis,Pitt,ACC
RB Donavyn Lester (from William & Mary),RB,Mountain West,Non Power 5,UNLV,Donavyn Lester,William & Mary,CAA
WR Gavin Thomson (from Pitt),WR,Mountain West,Non Power 5,UNLV,Gavin Thomson,Pitt,ACC
WR Landon Rogers (from Arkansas),WR,Mountain West,Non Power 5,UNLV,Landon Rogers,Arkansas,SEC
WR Dominic Gicinto (from New Mexico State),WR,Mountain West,Non Power 5,UNLV,Dominic Gicinto,New Mexico State,Independents
OL Jayden Ahboah (from Fort Lewis),OL,Mountain West,Non Power 5,UNLV,Jayden Ahboah,Fort Lewis,#N/A
OL Jalen St. John (from Arkansas),OL,Mountain West,Non Power 5,UNLV,Jalen St. John,Arkansas,SEC
OL Jack Hasz (from Buffalo),OL,Mountain West,Non Power 5,UNLV,Jack Hasz,Buffalo,MAC
OL Will Thomas (from New Mexico State),OL,Mountain West,Non Power 5,UNLV,Will Thomas,New Mexico State,Independents
OL Mathyus Su'a (from Western Colorado),OL,Mountain West,Non Power 5,UNLV,Mathyus Su'a,Western Colorado,#N/A
DL Zavier Carter (from LSU),DL,Mountain West,Non Power 5,UNLV,Zavier Carter,LSU,SEC
DL Alexander Whitmore (from Austin Peay),DL,Mountain West,Non Power 5,UNLV,Alexander Whitmore,Austin Peay,UAC
DL Cooper Webb (from ULM),DL,Mountain West,Non Power 5,UNLV,Cooper Webb,ULM,Sun Belt
LB Jackson Woodard (from Arkansas),LB,Mountain West,Non Power 5,UNLV,Jackson Woodard,Arkansas,SEC
LB Jordan Hanna (from Arkansas),LB,Mountain West,Non Power 5,UNLV,Jordan Hanna,Arkansas,SEC
LB Bam Amina (from Colorado State),LB,Mountain West,Non Power 5,UNLV,Bam Amina,Colorado State,Mountain West
DB Jalen Frazier (from NC State),DB,Mountain West,Non Power 5,UNLV,Jalen Frazier,NC State,ACC
DB JoJuan Claiborne (from Nevada),DB,Mountain West,Non Power 5,UNLV,JoJuan Claiborne,Nevada,Mountain West
DB Jah'von Grigsby (from Purdue),DB,Mountain West,Non Power 5,UNLV,Jah'von Grigsby,Purdue,Big Ten
DB Jaxen Turner (from Arizona),DB,Mountain West,Non Power 5,UNLV,Jaxen Turner,Arizona,Pac-12
K Jose Pizano (from Missouri State),K ,Mountain West,Non Power 5,UNLV,Jose Pizano,Missouri State,Missouri Valley
K Andre Meono (from Fresno State),K ,Mountain West,Non Power 5,UNLV,Andre Meono,Fresno State,Mountain West
LS Ben Lisk (from Toledo),LS,Mountain West,Non Power 5,UNLV,Ben Lisk,Toledo,MAC
QB Zeke Payne (from New Mexico Highlands),QB,Mountain West,Non Power 5,Utah State,Zeke Payne,New Mexico Highlands,#N/A
WR Colby Bowman (from Stanford),WR,Mountain West,Non Power 5,Utah State,Colby Bowman,Stanford,Pac-12
WR Grant Page (from Colorado),WR,Mountain West,Non Power 5,Utah State,Grant Page,Colorado,Pac-12
OL Ralph Frias (from Arizona State),OL,Mountain West,Non Power 5,Utah State,Ralph Frias,Arizona State,Pac-12
DL Sir Mells (from Oregon),DL,Mountain West,Non Power 5,Utah State,Sir Mells,Oregon,Pac-12
LB Gavin Barthiel (from Washington State),LB,Mountain West,Non Power 5,Utah State,Gavin Barthiel,Washington State,Pac-12
LB Logan Pili (from BYU),LB,Mountain West,Non Power 5,Utah State,Logan Pili,BYU,Independents
LB Blaine Spires (from Bowling Green),LB,Mountain West,Non Power 5,Utah State,Blaine Spires,Bowling Green,MAC
DB Simeon Harris (from Colorado),DB,Mountain West,Non Power 5,Utah State,Simeon Harris,Colorado,Pac-12
DB Al Ashford (from Wisconsin),DB,Mountain West,Non Power 5,Utah State,Al Ashford,Wisconsin,Big Ten
DB Avante Dickerson (from Oregon),DB,Mountain West,Non Power 5,Utah State,Avante Dickerson,Oregon,Pac-12
DB Jaiden Francois (from UCF),DB,Mountain West,Non Power 5,Utah State,Jaiden Francois,UCF,American Athletic Conference
QB Carson May (from Iowa),QB,Mountain West,Non Power 5,Wyoming,Carson May,Iowa,Big Ten
RB Harrison Waylee (from Northern Illinois),RB,Mountain West,Non Power 5,Wyoming,Harrison Waylee,Northern Illinois,MAC
WR Devin Boddie Jr. (from Vanderbilt),WR,Mountain West,Non Power 5,Wyoming,Devin Boddie Jr.,Vanderbilt,SEC
WR Ayir Asante (from Holy Cross),WR,Mountain West,Non Power 5,Wyoming,Ayir Asante,Holy Cross,Patriot
OL Dante Gavito (from Fort Lewis College),OL,Mountain West,Non Power 5,Wyoming,Dante Gavito,Fort Lewis College,#N/A
DB Jevon Davis (from Black Hills State),DB,Mountain West,Non Power 5,Wyoming,Jevon Davis,Black Hills State,#N/A
DB Daylen Wilson (from Cal Lutheran),DB,Mountain West,Non Power 5,Wyoming,Daylen Wilson,Cal Lutheran,#N/A
RB Maquel Haywood (from Navy),RB,Sun Belt,Non Power 5,Appalachian State,Maquel Haywood,Navy,#N/A
WR Makai Jackson (from St. Francis Pa.),WR,Sun Belt,Non Power 5,Appalachian State,Makai Jackson,St. Francis Pa.,#N/A
WR Christian Ford (from Mississippi State),WR,Sun Belt,Non Power 5,Appalachian State,Christian Ford,Mississippi State,SEC
WR Ayden Burkey (from Virginia Tech),WR,Sun Belt,Non Power 5,Appalachian State,Ayden Burkey,Virginia Tech,ACC
OL Jack Murphy (from Marshall),OL,Sun Belt,Non Power 5,Appalachian State,Jack Murphy,Marshall,Sun Belt
OL Joseph Solomon (from Tulane),OL,Sun Belt,Non Power 5,Appalachian State,Joseph Solomon,Tulane,American Athletic Conference
OL Logan Ridolph (from Missouri State),OL,Sun Belt,Non Power 5,Appalachian State,Logan Ridolph,Missouri State,Missouri Valley
OL Thornton Gentry (from NC State),OL,Sun Belt,Non Power 5,Appalachian State,Thornton Gentry,NC State,ACC
OL Griffin Scroggs (from Georgia),OL,Sun Belt,Non Power 5,Appalachian State,Griffin Scroggs,Georgia,SEC
DL Shawn Collins (from Rutgers),DL,Sun Belt,Non Power 5,Appalachian State,Shawn Collins,Rutgers,Big Ten
DL Michael Fletcher (from Michigan State),DL,Sun Belt,Non Power 5,Appalachian State,Michael Fletcher,Michigan State,Big Ten
LB Thomas Davis (from Miami),LB,Sun Belt,Non Power 5,Appalachian State,Thomas Davis,Miami,ACC
LB Jack Scroggs (from Wofford),LB,Sun Belt,Non Power 5,Appalachian State,Jack Scroggs,Wofford,Southern
DB Tyrek Funderburk (from Richmond),DB,Sun Belt,Non Power 5,Appalachian State,Tyrek Funderburk,Richmond,CAA
DB E.J. Jackson (from Marshall),DB,Sun Belt,Non Power 5,Appalachian State,E.J. Jackson,Marshall,Sun Belt
S Jarrett Paul (from Kansas),S ,Sun Belt,Non Power 5,Appalachian State,arrett Paul,Kansas,Big 12
QB JT Shrout (from Colorado),QB,Sun Belt,Non Power 5,Arkansas State,JT Shrout,Colorado,Pac-12
RB Zak Wallace (from Tennessee-Martin),RB,Sun Belt,Non Power 5,Arkansas State,Zak Wallace,Tennessee-Martin,#N/A
WR Courtney Jackson (from Syracuse),WR,Sun Belt,Non Power 5,Arkansas State,Courtney Jackson,Syracuse,ACC
WR Khmari Thompson (from Illinois),WR,Sun Belt,Non Power 5,Arkansas State,Khmari Thompson,Illinois,Big Ten
WR Corey Rucker (from South Carolina),WR,Sun Belt,Non Power 5,Arkansas State,Corey Rucker,South Carolina,SEC
TE Nathan Tillman (from Georgia Southern),TE,Sun Belt,Non Power 5,Arkansas State,Nathan Tillman,Georgia Southern,Sun Belt
OL Jacob Bayer (from Lamar),OL,Sun Belt,Non Power 5,Arkansas State,Jacob Bayer,Lamar,Southland
OL Jalen Cunningham (from Ole Miss),OL,Sun Belt,Non Power 5,Arkansas State,Jalen Cunningham,Ole Miss,SEC
OL Hamilton Hall (from Ole Miss),OL,Sun Belt,Non Power 5,Arkansas State,Hamilton Hall,Ole Miss,SEC
OL Tobias Braun (from Ole Miss),OL,Sun Belt,Non Power 5,Arkansas State,Tobias Braun,Ole Miss,SEC
DL Micah Bland (from North Alabama),DL,Sun Belt,Non Power 5,Arkansas State,Micah Bland,North Alabama,UAC
DL Nate Martey (from Princeton),DL,Sun Belt,Non Power 5,Arkansas State,Nate Martey,Princeton,Ivy
LB Wendell Davis Jr. (from Northwestern),LB,Sun Belt,Non Power 5,Arkansas State,Wendell Davis Jr.,Northwestern,Big Ten
LB Gavin Potter (from Kansas),LB,Sun Belt,Non Power 5,Arkansas State,Gavin Potter,Kansas,Big 12
CB Manny Stokes (from Coastal Carolina),CB,Sun Belt,Non Power 5,Arkansas State,Manny Stokes,Coastal Carolina,Sun Belt
DB Justin Hodges (from UCF),DB,Sun Belt,Non Power 5,Arkansas State,Justin Hodges,UCF,American Athletic Conference
DB Donte Thompson (from Incarnate Word),DB,Sun Belt,Non Power 5,Arkansas State,Donte Thompson,Incarnate Word,Southland
K/P Noah Grant (from Memphis),K,Sun Belt,Non Power 5,Arkansas State,Noah Grant ,Memphis,American Athletic Conference
QB Ethan Vasko (from Kansas),QB,Sun Belt,Non Power 5,Coastal Carolina,Ethan Vasko,Kansas,Big 12
WR Genson Hooper Price (from Northwestern),WR,Sun Belt,Non Power 5,Coastal Carolina,Genson Hooper Price,Northwestern,Big Ten
TE Kendall Karr (from North Carolina),TE,Sun Belt,Non Power 5,Coastal Carolina,Kendall Karr,North Carolina,ACC
TE Matt Alaimo (from Rutgers),TE,Sun Belt,Non Power 5,Coastal Carolina,Matt Alaimo,Rutgers,Big Ten
TE Zach Courtney (from Colorado),TE,Sun Belt,Non Power 5,Coastal Carolina,Zach Courtney,Colorado,Pac-12
TE Cane Berrong (from Notre Dame),TE,Sun Belt,Non Power 5,Coastal Carolina,Cane Berrong,Notre Dame,Independents
OL Zac Elam (from West Florida),OL,Sun Belt,Non Power 5,Coastal Carolina,Zac Elam,West Florida,#N/A
OL Evan Jumper (from Furman),OL,Sun Belt,Non Power 5,Coastal Carolina,Evan Jumper,Furman,Southern
DL Carlos Hatcher (from Tulane),DL,Sun Belt,Non Power 5,Coastal Carolina,Carlos Hatcher,Tulane,American Athletic Conference
DL Bryson Boone (from South Carolina State),DL,Sun Belt,Non Power 5,Coastal Carolina,Bryson Boone,South Carolina State,MEAC
DL Michael Mason (from Wofford),DL,Sun Belt,Non Power 5,Coastal Carolina,Michael Mason,Wofford,Southern
DL Teddy Tiokeng (from Notre Dame College),DL,Sun Belt,Non Power 5,Coastal Carolina,Teddy Tiokeng,Notre Dame College,#N/A
DB Clayton Isbell (from Utah),DB,Sun Belt,Non Power 5,Coastal Carolina,Clayton Isbell,Utah,Pac-12
DB Keonte Lusk (from East Central),DB,Sun Belt,Non Power 5,Coastal Carolina,Keonte Lusk,East Central,#N/A
DB Abraham Temoney III (from Erskine),DB,Sun Belt,Non Power 5,Coastal Carolina,Abraham Temoney III,Erskine,#N/A
DB Courtney Eubanks (from North Dakota State),DB,Sun Belt,Non Power 5,Coastal Carolina,Courtney Eubanks,North Dakota State,Missouri Valley
DB Keontae Jenkins (from TCU),DB,Sun Belt,Non Power 5,Coastal Carolina,Keontae Jenkins,TCU,Big 12
DB Juan Powell (from East Carolina),DB,Sun Belt,Non Power 5,Coastal Carolina,Juan Powell,East Carolina,American Athletic Conference
DB Avyonne Jones (from Wisconsin),DB,Sun Belt,Non Power 5,Coastal Carolina,Avyonne Jones,Wisconsin,Big Ten
QB Davis Brin (from Tulsa),QB,Sun Belt,Non Power 5,Georgia Southern,Davis Brin,Tulsa,American Athletic Conference
QB JC French (from Memphis),QB,Sun Belt,Non Power 5,Georgia Southern,JC French,Memphis,American Athletic Conference
QB Beau Allen (from Tarleton State),QB,Sun Belt,Non Power 5,Georgia Southern,Beau Allen,Tarleton State,#N/A
WR Anthony Queeley (from Syracuse),WR,Sun Belt,Non Power 5,Georgia Southern,Anthony Queeley,Syracuse,ACC
WR Jaylon Barden (from Georgia Southern),WR,Sun Belt,Non Power 5,Georgia Southern,Jaylon Barden,Georgia Southern,Sun Belt
TE Keaton Upshaw (from Kentucky),TE,Sun Belt,Non Power 5,Georgia Southern,Keaton Upshaw,Kentucky,SEC
OL Bryson Broadway (from Georgia State),OL,Sun Belt,Non Power 5,Georgia Southern,Bryson Broadway,Georgia State,Sun Belt
OL Weston Wallace (from Georgia),OL,Sun Belt,Non Power 5,Georgia Southern,Weston Wallace,Georgia,SEC
LB Davon Gilmore (from Wingate),LB,Sun Belt,Non Power 5,Georgia Southern,Davon Gilmore,Wingate,#N/A
LB Tarian Lee (from Texas A&M),LB,Sun Belt,Non Power 5,Georgia Southern,Tarian Lee,Texas A&M,SEC
DB Cameron Williams (from Washington),DB,Sun Belt,Non Power 5,Georgia Southern,Cameron Williams,Washington,Pac-12
DB Damel Hickman (from East Carolina),DB,Sun Belt,Non Power 5,Georgia Southern,Damel Hickman,East Carolina,American Athletic Conference
DB Brandon Calloway (from Purdue),DB,Sun Belt,Non Power 5,Georgia Southern,Brandon Calloway,Purdue,Big Ten
S T.J. Smith (from Kansas State),S ,Sun Belt,Non Power 5,Georgia Southern,.J. Smith,Kansas State,Big 12
DB Prince Green (from Illinois),DB,Sun Belt,Non Power 5,Georgia Southern,Prince Green,Illinois,Big Ten
DB Shemar Bartholomew (from Northwestern State),DB,Sun Belt,Non Power 5,Georgia Southern,Shemar Bartholomew,Northwestern State,Southland
K Brendan Franke (from Nebraska),K ,Sun Belt,Non Power 5,Georgia Southern,Brendan Franke,Nebraska,Big Ten
LS Collin Springer (from Wofford),LS,Sun Belt,Non Power 5,Georgia Southern,Collin Springer,Wofford,Southern
RB Freddie Brock (from Maine),RB,Sun Belt,Non Power 5,Georgia State,Freddie Brock,Maine,CAA
WR Jacari Carter (from Merrimack),WR,Sun Belt,Non Power 5,Georgia State,Jacari Carter,Merrimack,Northeast
WR Darius Bush (from UConn),WR,Sun Belt,Non Power 5,Georgia State,Darius Bush,UConn,Independents
WR Rico Arnold (from UMass),WR,Sun Belt,Non Power 5,Georgia State,Rico Arnold,UMass,Independents
WR Peter Kikwata (from Old Dominion),WR,Sun Belt,Non Power 5,Georgia State,Peter Kikwata,Old Dominion,Sun Belt
OL Tyden Ferris (from Central Michigan),OL,Sun Belt,Non Power 5,Georgia State,Tyden Ferris,Central Michigan,MAC
OL Lamar Robinson (from Norfolk State),OL,Sun Belt,Non Power 5,Georgia State,Lamar Robinson,Norfolk State,MEAC
OL Trevor Timmons (from Charlotte),OL,Sun Belt,Non Power 5,Georgia State,Trevor Timmons,Charlotte,Conference USA
OL Colin Henrich (from South Carolina),OL,Sun Belt,Non Power 5,Georgia State,Colin Henrich,South Carolina,SEC
DL Henry Bryant (from Louisville),DL,Sun Belt,Non Power 5,Georgia State,Henry Bryant,Louisville,ACC
DL Ozzie Hoffler (from Kansas State),DL,Sun Belt,Non Power 5,Georgia State,Ozzie Hoffler,Kansas State,Big 12
DL/LB Kevin Swint (from Clemson),DL,Sun Belt,Non Power 5,Georgia State,LB Kevin Swint,Clemson,ACC
DL/LB Corey Warren (from Coastal Carolina),DL,Sun Belt,Non Power 5,Georgia State,LB Corey Warren,Coastal Carolina,Sun Belt
LB Tavian Brown (from Colorado State),LB,Sun Belt,Non Power 5,Georgia State,Tavian Brown,Colorado State,Mountain West
LB Nate Norris (from Lehigh),LB,Sun Belt,Non Power 5,Georgia State,Nate Norris,Lehigh,Patriot
DB Gavin Pringle (from Bucknell),DB,Sun Belt,Non Power 5,Georgia State,Gavin Pringle,Bucknell,Patriot
DB TyGee Leach (from Lehigh),DB,Sun Belt,Non Power 5,Georgia State,TyGee Leach,Lehigh,Patriot
K Braeden McAlister (from Charlotte),K ,Sun Belt,Non Power 5,Georgia State,Braeden McAlister,Charlotte,Conference USA
QB Jordan McCloud (from Arizona),QB,Sun Belt,Non Power 5,James Madison,Jordan McCloud,Arizona,Pac-12
QB Brett Griffis (from Wake Forest),QB,Sun Belt,Non Power 5,James Madison,Brett Griffis,Wake Forest,ACC
RB Ty Son Lawton (from Stony Brook),RB,Sun Belt,Non Power 5,James Madison,Ty Son Lawton,Stony Brook,CAA
WR Phoenix Sproles (from North Dakota State),WR,Sun Belt,Non Power 5,James Madison,Phoenix Sproles,North Dakota State,Missouri Valley
WR Omarion Dollison (from USF),WR,Sun Belt,Non Power 5,James Madison,Omarion Dollison,USF,American Athletic Conference
WR Taji Hudson (from East Carolina),WR,Sun Belt,Non Power 5,James Madison,Taji Hudson,East Carolina,American Athletic Conference
WR Elijah Sarratt (from St. Francis (Pa.),WR,Sun Belt,Non Power 5,James Madison,Elijah Sarratt,St. Francis,#N/A
TE Kyi Wright (from Pitt),TE,Sun Belt,Non Power 5,James Madison,Kyi Wright,Pitt,ACC
TE Taylor Thompson (from James Madison),TE,Sun Belt,Non Power 5,James Madison,Taylor Thompson,James Madison,Sun Belt
OL Aaron Gunn (from Louisville),OL,Sun Belt,Non Power 5,James Madison,Aaron Gunn,Louisville,ACC
DL Immanuel Bush (from Marshall),DL,Sun Belt,Non Power 5,James Madison,Immanuel Bush,Marshall,Sun Belt
DB Trevell Mullen (from Indiana),DB,Sun Belt,Non Power 5,James Madison,Trevell Mullen,Indiana,Big Ten
P Ryan Hanson (from Arkansas State),P ,Sun Belt,Non Power 5,James Madison,yan Hanson,Arkansas State,Sun Belt
DL Trey Fite (from SMU),DL,Sun Belt,Non Power 5,Louisiana,Trey Fite,SMU,American Athletic Conference
DL Antoine Baylis (from Southwest Baptist University),DL,Sun Belt,Non Power 5,Louisiana,Antoine Baylis,Southwest Baptist University,#N/A
DB Glenn Brown (from Southern),DB,Sun Belt,Non Power 5,Louisiana,Glenn Brown,Southern,SWAC
K Alan Guerrieri (from Texas A&M),K ,Sun Belt,Non Power 5,Louisiana,Alan Guerrieri,Texas A&M,SEC
QB Colin Parachek (from Morehead State),QB,Sun Belt,Non Power 5,Marshall,Colin Parachek,Morehead State,Pioneer
QB TJ McMahon (from Rice),QB,Sun Belt,Non Power 5,Marshall,TJ McMahon,Rice,Conference USA
WR DeMarcus Harris (from Kentucky),WR,Sun Belt,Non Power 5,Marshall,DeMarcus Harris,Kentucky,SEC
WR Mason Pierce (from McNeese State),WR,Sun Belt,Non Power 5,Marshall,Mason Pierce,McNeese State,#N/A
WR Darryle Simmons (from Stephen F. Austin),WR,Sun Belt,Non Power 5,Marshall,Darryle Simmons,Stephen F. Austin,UAC
TE Luke Soto (from UTEP),TE,Sun Belt,Non Power 5,Marshall,Luke Soto,UTEP,Conference USA
TE Chris Mottillo (from USF),TE,Sun Belt,Non Power 5,Marshall,Chris Mottillo,USF,American Athletic Conference
TE Cade Conley (from Central Michigan),TE,Sun Belt,Non Power 5,Marshall,Cade Conley,Central Michigan,MAC
OL Lloyd Willis (from Florida State),OL,Sun Belt,Non Power 5,Marshall,Lloyd Willis,Florida State,ACC
OL Altrique Barlow (from TCU),OL,Sun Belt,Non Power 5,Marshall,Altrique Barlow,TCU,Big 12
DL Travis Geiger (from Coastal Carolina),DL,Sun Belt,Non Power 5,Marshall,Travis Geiger,Coastal Carolina,Sun Belt
DL Kylen McCracken (from Ohio),DL,Sun Belt,Non Power 5,Marshall,Kylen McCracken,Ohio,MAC
DL Jabari Ishmael (from Miami),DL,Sun Belt,Non Power 5,Marshall,Jabari Ishmael,Miami,ACC
DL Jalil Rivera-Harvey (from Arizona State),DL,Sun Belt,Non Power 5,Marshall,Jalil Rivera-Harvey,Arizona State,Pac-12
DL Chris Thomas (from Florida),DL,Sun Belt,Non Power 5,Marshall,Chris Thomas,Florida,SEC
DL Stacy Williams (from VMI),DL,Sun Belt,Non Power 5,Marshall,Stacy Williams,VMI,Southern
DL Taylor Lewis (from Arkansas),DL,Sun Belt,Non Power 5,Marshall,Taylor Lewis,Arkansas,SEC
LB KeSean Brown (from Appalachian State),LB,Sun Belt,Non Power 5,Marshall,KeSean Brown,Appalachian State,Sun Belt
LB Tah Mac Bright (from Incarnate Word),LB,Sun Belt,Non Power 5,Marshall,Tah Mac Bright,Incarnate Word,Southland
LB Mike Green (from Virginia),LB,Sun Belt,Non Power 5,Marshall,Mike Green,Virginia,ACC
LB Stephen Dix (from Florida State),LB,Sun Belt,Non Power 5,Marshall,Stephen Dix,Florida State,ACC
LB Landyn Watson (from TCU),LB,Sun Belt,Non Power 5,Marshall,Landyn Watson,TCU,Big 12
DB J.J. Roberts (from Wake Forest),DB,Sun Belt,Non Power 5,Marshall,J.J. Roberts,Wake Forest,ACC
DB Josh Moten (from Texas A&M),DB,Sun Belt,Non Power 5,Marshall,Josh Moten,Texas A&M,SEC
DB Ishmael Ibraheem (from Texas),DB,Sun Belt,Non Power 5,Marshall,Ishmael Ibraheem,Texas,Big 12
DB Myles Bell (from UConn),DB,Sun Belt,Non Power 5,Marshall,Myles Bell,UConn,Independents
K Kameron Lake (from Washburn),K ,Sun Belt,Non Power 5,Marshall,Kameron Lake,Washburn,#N/A
P Kolby Morgan (from Tennessee),P ,Sun Belt,Non Power 5,Marshall,olby Morgan,Tennessee,SEC
LS Dominic Konopka (from Bowling Green),LS,Sun Belt,Non Power 5,Marshall,Dominic Konopka,Bowling Green,MAC
QB Grant Wilson (from Fordham),QB,Sun Belt,Non Power 5,Old Dominion,Grant Wilson,Fordham,Patriot
WR Myles Alston (from Pitt),WR,Sun Belt,Non Power 5,Old Dominion,Myles Alston,Pitt,ACC
OL Michael Flores (from Dartmouth),OL,Sun Belt,Non Power 5,Old Dominion,Michael Flores,Dartmouth,Ivy
OL Keanon McNally (from Tulane),OL,Sun Belt,Non Power 5,Old Dominion,Keanon McNally,Tulane,American Athletic Conference
OL Chris Chernak (from Grambling),OL,Sun Belt,Non Power 5,Old Dominion,Chris Chernak,Grambling,#N/A
DL Jahlil Taylor (from North Carolina),DL,Sun Belt,Non Power 5,Old Dominion,Jahlil Taylor,North Carolina,ACC
DL Jalen Satchell (from Temple),DL,Sun Belt,Non Power 5,Old Dominion,Jalen Satchell,Temple,American Athletic Conference
LB Sayyid Stevens (from Duke),LB,Sun Belt,Non Power 5,Old Dominion,Sayyid Stevens,Duke,ACC
LB Demario King (from Washington),LB,Sun Belt,Non Power 5,Old Dominion,Demario King,Washington,Pac-12
DB Ashton Whitner (from Georgia Southern),DB,Sun Belt,Non Power 5,Old Dominion,Ashton Whitner,Georgia Southern,Sun Belt
DB Justin Toler (from Norfolk State),DB,Sun Belt,Non Power 5,Old Dominion,Justin Toler,Norfolk State,MEAC
DB Langston Williams (from Colorado State),DB,Sun Belt,Non Power 5,Old Dominion,Langston Williams,Colorado State,Mountain West
DB Jeremy Mack Jr. (from Colorado),DB,Sun Belt,Non Power 5,Old Dominion,Jeremy Mack Jr.,Colorado,Pac-12
K Nathanial Eichner (from Alabama State),K ,Sun Belt,Non Power 5,Old Dominion,Nathanial Eichner,Alabama State,SWAC
LS Brandon Richards (from Hampton),LS,Sun Belt,Non Power 5,Old Dominion,Brandon Richards,Hampton,CAA
QB Bishop Davenport (from Utah State),QB,Sun Belt,Non Power 5,South Alabama,Bishop Davenport,Utah State,Mountain West
RB Kentrel Bullock (from Ole Miss),RB,Sun Belt,Non Power 5,South Alabama,Kentrel Bullock,Ole Miss,SEC
WR Javon Ivory (from Memphis),WR,Sun Belt,Non Power 5,South Alabama,Javon Ivory,Memphis,American Athletic Conference
OL Reed Buys (from Mississippi State),OL,Sun Belt,Non Power 5,South Alabama,Reed Buys,Mississippi State,SEC
OL Lucas Taylor (from Mississippi State),OL,Sun Belt,Non Power 5,South Alabama,Lucas Taylor,Mississippi State,SEC
OL Jordan Davis (from South Carolina),OL,Sun Belt,Non Power 5,South Alabama,Jordan Davis,South Carolina,SEC
